Antecedente;Consequente;Suporte;Confiança;Matriz Antecedentes;Matriz Consequentes;pto médio ant.;pto médio cons.;suporte antec.;suporte conseq.;distância final;antecedete x origem;consequente x origem
[2];[4, 17];2;33.3%;[[0.]];"[[0.   4.87]
 [4.87 0.  ]]";"[-1.276e+00 -2.310e-01 -2.800e-02  2.180e-01  1.480e-01  8.500e-02
  5.000e-03 -1.030e-01 -1.590e-01  1.690e-01 -1.000e-03]";"[-0.66  -0.512 -0.33   0.304 -0.393 -0.061  0.253 -0.126  0.101 -0.023
 -0.032]";6;2;2.1091579505354283;[9.61092072];[5.07807881]
[17, 5];[2];2;100.0%;"[[0.   4.55]
 [4.55 0.  ]]";[[0.]];"[-0.734  0.039  0.453  0.419 -0.404  0.168 -0.036  0.048  0.167  0.053
  0.047]";"[-1.276e+00 -2.310e-01 -2.800e-02  2.180e-01  1.480e-01  8.500e-02
  5.000e-03 -1.030e-01 -1.590e-01  1.690e-01 -1.000e-03]";2;6;2.2646892931826623;[1.72844274];[3.20364024]
[2, 17];[5];2;50.0%;"[[0.   2.03]
 [2.03 0.  ]]";[[0.]];"[-1.016 -0.294  0.054  0.416 -0.361  0.075  0.11  -0.065  0.094  0.057
  0.007]";"[-0.712  0.435  0.769  0.224  0.064  0.271 -0.286  0.122 -0.013  0.161
  0.078]";4;3;3.725842962222745;[4.83620554];[4.6084368]
[2, 5];[17];2;66.7%;"[[0.   3.32]
 [3.32 0.  ]]";[[0.]];"[-0.994  0.102  0.37   0.221  0.106  0.178 -0.141  0.009 -0.086  0.165
  0.039]";"[-0.755 -0.357  0.137  0.614 -0.871  0.064  0.214 -0.027  0.347 -0.055
  0.016]";3;5;2.8407968226265354;[2.60473078];[3.08576537]
[17];[2, 5];2;40.0%;[[0.]];"[[0.   3.32]
 [3.32 0.  ]]";"[-0.755 -0.357  0.137  0.614 -0.871  0.064  0.214 -0.027  0.347 -0.055
  0.016]";"[-0.994  0.102  0.37   0.221  0.106  0.178 -0.141  0.009 -0.086  0.165
  0.039]";5;3;2.8407968226265354;[5.14294228];[4.34121796]
[5];[2, 17];2;66.7%;[[0.]];"[[0.   2.03]
 [2.03 0.  ]]";"[-0.712  0.435  0.769  0.224  0.064  0.271 -0.286  0.122 -0.013  0.161
  0.078]";"[-1.016 -0.294  0.054  0.416 -0.361  0.075  0.11  -0.065  0.094  0.057
  0.007]";3;4;3.725842962222745;[3.4563276];[3.62715415]
[2];[5, 17];2;33.3%;[[0.]];"[[0.   4.55]
 [4.55 0.  ]]";"[-1.276e+00 -2.310e-01 -2.800e-02  2.180e-01  1.480e-01  8.500e-02
  5.000e-03 -1.030e-01 -1.590e-01  1.690e-01 -1.000e-03]";"[-0.734  0.039  0.453  0.419 -0.404  0.168 -0.036  0.048  0.167  0.053
  0.047]";6;2;2.2646892931826623;[9.61092072];[5.18532821]
[8, 17];[2];2;100.0%;"[[0.   5.91]
 [5.91 0.  ]]";[[0.]];"[-0.843 -0.065  0.021 -0.143 -0.388 -0.097  0.044 -0.097  0.179 -0.157
  0.078]";"[-1.276e+00 -2.310e-01 -2.800e-02  2.180e-01  1.480e-01  8.500e-02
  5.000e-03 -1.030e-01 -1.590e-01  1.690e-01 -1.000e-03]";2;6;1.2248532539208035;[1.52018034];[3.20364024]
[2, 17];[8];2;50.0%;"[[0.   2.03]
 [2.03 0.  ]]";[[0.]];"[-1.016 -0.294  0.054  0.416 -0.361  0.075  0.11  -0.065  0.094  0.057
  0.007]";"[-0.931  0.227 -0.094 -0.899  0.096 -0.259 -0.127 -0.168  0.012 -0.259
  0.14 ]";4;5;4.295150655322567;[2.90172332];[3.51439693]
[2, 8];[17];2;50.0%;"[[0.   2.71]
 [2.71 0.  ]]";[[0.]];"[-1.103 -0.002 -0.061 -0.341  0.122 -0.087 -0.061 -0.136 -0.074 -0.045
  0.069]";"[-0.755 -0.357  0.137  0.614 -0.871  0.064  0.214 -0.027  0.347 -0.055
  0.016]";4;5;3.7604718400832824;[2.93613558];[3.08576537]
[17];[2, 8];2;40.0%;[[0.]];"[[0.   2.71]
 [2.71 0.  ]]";"[-0.755 -0.357  0.137  0.614 -0.871  0.064  0.214 -0.027  0.347 -0.055
  0.016]";"[-1.103 -0.002 -0.061 -0.341  0.122 -0.087 -0.061 -0.136 -0.074 -0.045
  0.069]";5;4;3.7604718400832824;[3.85720671];[3.67016948]
[8];[2, 17];2;40.0%;[[0.]];"[[0.   2.03]
 [2.03 0.  ]]";"[-0.931  0.227 -0.094 -0.899  0.096 -0.259 -0.127 -0.168  0.012 -0.259
  0.14 ]";"[-1.016 -0.294  0.054  0.416 -0.361  0.075  0.11  -0.065  0.094  0.057
  0.007]";5;4;4.295150655322567;[4.39299616];[3.62715415]
[2];[8, 17];2;33.3%;[[0.]];"[[0.   5.91]
 [5.91 0.  ]]";"[-1.276e+00 -2.310e-01 -2.800e-02  2.180e-01  1.480e-01  8.500e-02
  5.000e-03 -1.030e-01 -1.590e-01  1.690e-01 -1.000e-03]";"[-0.843 -0.065  0.021 -0.143 -0.388 -0.097  0.044 -0.097  0.179 -0.157
  0.078]";6;2;1.2248532539208035;[9.61092072];[4.56054103]
[12, 9];[6];5;83.3%;"[[0.   2.21]
 [2.21 0.  ]]";[[0.]];"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";6;9;2.9571423036502313;[1.75376512];[2.13576016]
[12, 6];[9];5;71.4%;"[[0.   2.68]
 [2.68 0.  ]]";[[0.]];"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";7;6;2.2563024727113885;[1.98014107];[3.62080658]
[6, 9];[12];5;100.0%;"[[0.   3.65]
 [3.65 0.  ]]";[[0.]];"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";5;10;2.0388645332347983;[1.41111209];[1.71979025]
[12];[6, 9];5;50.0%;[[0.]];"[[0.   3.65]
 [3.65 0.  ]]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]";10;5;2.0388645332347983;[3.43958051];[2.82222418]
[9];[6, 12];5;83.3%;[[0.]];"[[0.   2.68]
 [2.68 0.  ]]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";6;7;2.2563024727113885;[3.1035485];[1.69726378]
[6];[9, 12];5;55.6%;[[0.]];"[[0.   2.21]
 [2.21 0.  ]]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";9;6;2.9571423036502313;[3.20364024];[2.63064767]
[12, 13];[6];5;100.0%;"[[0.   5.08]
 [5.08 0.  ]]";[[0.]];"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";5;9;1.14650721251928;[0.68308384];[2.13576016]
[6, 13];[12];5;71.4%;"[[0.   2.19]
 [2.19 0.  ]]";[[0.]];"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";7;10;3.7924793539993766;[1.42470911];[1.71979025]
[12, 6];[13];5;71.4%;"[[0.   2.68]
 [2.68 0.  ]]";[[0.]];"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";7;9;3.390624632702144;[1.32009405];[2.12558509]
[13];[6, 12];5;55.6%;[[0.]];"[[0.   2.68]
 [2.68 0.  ]]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";9;7;3.390624632702144;[2.73289512];[1.69726378]
[12];[6, 13];5;50.0%;[[0.]];"[[0.   2.19]
 [2.19 0.  ]]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";10;7;3.7924793539993766;[2.45684322];[2.03529873]
[6];[12, 13];5;55.6%;[[0.]];"[[0.   5.08]
 [5.08 0.  ]]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]";9;5;1.14650721251928;[3.84436829];[1.22955091]
[12, 18];[6];3;100.0%;"[[0.   5.71]
 [5.71 0.  ]]";[[0.]];"[ 0.439  0.159  0.055  0.421  0.408 -0.556 -0.1   -0.163  0.023  0.091
  0.046]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";3;9;2.142566370337258;[0.72475042];[2.13576016]
[6, 18];[12];3;75.0%;"[[0.   3.51]
 [3.51 0.  ]]";[[0.]];"[ 0.762  0.619 -0.03  -0.122  0.099 -0.504 -0.105  0.051  0.021 -0.023
 -0.021]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";4;10;4.226856492978968;[1.15053081];[1.71979025]
[12, 6];[18];3;42.9%;"[[0.   2.68]
 [2.68 0.  ]]";[[0.]];"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";"[ 2.480e-01  1.008e+00 -8.800e-02 -2.500e-02  3.460e-01 -9.220e-01
 -2.050e-01 -1.000e-03 -1.180e-01  1.230e-01 -4.300e-02]";7;5;4.3600048210901985;[2.37616929];[3.079184]
[18];[6, 12];3;60.0%;[[0.]];"[[0.   2.68]
 [2.68 0.  ]]";"[ 2.480e-01  1.008e+00 -8.800e-02 -2.500e-02  3.460e-01 -9.220e-01
 -2.050e-01 -1.000e-03 -1.180e-01  1.230e-01 -4.300e-02]";"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";5;7;4.3600048210901985;[2.19941714];[1.69726378]
[12];[6, 18];3;30.0%;[[0.]];"[[0.   3.51]
 [3.51 0.  ]]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.762  0.619 -0.03  -0.122  0.099 -0.504 -0.105  0.051  0.021 -0.023
 -0.021]";10;4;4.226856492978968;[4.29947563];[2.87632702]
[6];[12, 18];3;33.3%;[[0.]];"[[0.   5.71]
 [5.71 0.  ]]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.439  0.159  0.055  0.421  0.408 -0.556 -0.1   -0.163  0.023  0.091
  0.046]";9;3;2.142566370337258;[6.40728048];[2.17425125]
[13, 16];[6];3;100.0%;"[[0.   5.22]
 [5.22 0.  ]]";[[0.]];"[ 0.476  0.104  0.348 -0.589  0.103  0.512  0.266 -0.169 -0.168  0.03
  0.033]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";3;9;2.0079386442703178;[0.93781126];[2.13576016]
[6, 16];[13];3;75.0%;"[[0.   3.38]
 [3.38 0.  ]]";[[0.]];"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";4;9;3.5008763329525494;[1.28531892];[2.12558509]
[6, 13];[16];3;42.9%;"[[0.   2.19]
 [2.19 0.  ]]";[[0.]];"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]";7;5;4.087503522918059;[2.84941822];[3.02112455]
[16];[6, 13];3;60.0%;[[0.]];"[[0.   2.19]
 [2.19 0.  ]]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";5;7;4.087503522918059;[2.15794611];[2.03529873]
[13];[6, 16];3;33.3%;[[0.]];"[[0.   3.38]
 [3.38 0.  ]]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]";9;4;3.5008763329525494;[4.78256645];[2.89196757]
[6];[13, 16];3;33.3%;[[0.]];"[[0.   5.22]
 [5.22 0.  ]]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.476  0.104  0.348 -0.589  0.103  0.512  0.266 -0.169 -0.168  0.03
  0.033]";9;3;2.0079386442703178;[6.40728048];[2.81343379]
[13, 18];[6];3;75.0%;"[[0.   3.14]
 [3.14 0.  ]]";[[0.]];"[ 0.346  0.933  0.329 -0.308  0.013 -0.378  0.168 -0.183 -0.112  0.126
 -0.002]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";4;9;2.657534999868211;[1.34381862];[2.13576016]
[6, 18];[13];3;75.0%;"[[0.   3.51]
 [3.51 0.  ]]";[[0.]];"[ 0.762  0.619 -0.03  -0.122  0.099 -0.504 -0.105  0.051  0.021 -0.023
 -0.021]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";4;9;2.2963028088500357;[1.27836756];[2.12558509]
[6, 13];[18];3;42.9%;"[[0.   2.19]
 [2.19 0.  ]]";[[0.]];"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";"[ 2.480e-01  1.008e+00 -8.800e-02 -2.500e-02  3.460e-01 -9.220e-01
 -2.050e-01 -1.000e-03 -1.180e-01  1.230e-01 -4.300e-02]";7;5;2.9787271115001577;[2.84941822];[3.079184]
[18];[6, 13];3;60.0%;[[0.]];"[[0.   2.19]
 [2.19 0.  ]]";"[ 2.480e-01  1.008e+00 -8.800e-02 -2.500e-02  3.460e-01 -9.220e-01
 -2.050e-01 -1.000e-03 -1.180e-01  1.230e-01 -4.300e-02]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";5;7;2.9787271115001577;[2.19941714];[2.03529873]
[13];[6, 18];3;33.3%;[[0.]];"[[0.   3.51]
 [3.51 0.  ]]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[ 0.762  0.619 -0.03  -0.122  0.099 -0.504 -0.105  0.051  0.021 -0.023
 -0.021]";9;4;2.2963028088500357;[4.78256645];[2.87632702]
[6];[13, 18];3;33.3%;[[0.]];"[[0.   3.14]
 [3.14 0.  ]]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.346  0.933  0.329 -0.308  0.013 -0.378  0.168 -0.183 -0.112  0.126
 -0.002]";9;4;2.657534999868211;[4.80546036];[3.02359191]
[12, 14];[7];2;66.7%;"[[0.   3.86]
 [3.86 0.  ]]";[[0.]];"[ 0.228 -0.342 -0.094  1.004  0.249 -0.086 -0.166 -0.114 -0.007 -0.075
  0.059]";"[ 0.27   0.46  -1.017  0.642  0.167  0.166  0.499  0.323  0.024  0.13
  0.037]";3;4;4.846937187928133;[2.66253506];[4.24713047]
[7, 14];[12];2;100.0%;"[[0.   3.76]
 [3.76 0.  ]]";[[0.]];"[ 0.047  0.233 -0.701  0.891  0.097  0.092  0.081  0.21  -0.078 -0.039
  0.01 ]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";2;10;5.825981566748293;[1.17383747];[1.71979025]
[12, 7];[14];2;66.7%;"[[0.  5.4]
 [5.4 0. ]]";[[0.]];"[ 0.45  -0.115 -0.409  0.755  0.319 -0.012  0.252 -0.002  0.094  0.094
  0.086]";"[-0.175  0.006 -0.386  1.14   0.027  0.018 -0.336  0.097 -0.179 -0.209
 -0.017]";3;3;2.6684447501070627;[3.14588893];[4.37516694]
[14];[7, 12];2;66.7%;[[0.]];"[[0.  5.4]
 [5.4 0. ]]";"[-0.175  0.006 -0.386  1.14   0.027  0.018 -0.336  0.097 -0.179 -0.209
 -0.017]";"[ 0.45  -0.115 -0.409  0.755  0.319 -0.012  0.252 -0.002  0.094  0.094
  0.086]";3;3;2.6684447501070627;[4.37516694];[3.14588893]
[12];[7, 14];2;20.0%;[[0.]];"[[0.   3.76]
 [3.76 0.  ]]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.047  0.233 -0.701  0.891  0.097  0.092  0.081  0.21  -0.078 -0.039
  0.01 ]";10;2;5.825981566748293;[8.59895127];[5.86918733]
[7];[12, 14];2;50.0%;[[0.]];"[[0.   3.86]
 [3.86 0.  ]]";"[ 0.27   0.46  -1.017  0.642  0.167  0.166  0.499  0.323  0.024  0.13
  0.037]";"[ 0.228 -0.342 -0.094  1.004  0.249 -0.086 -0.166 -0.114 -0.007 -0.075
  0.059]";4;3;4.846937187928133;[5.66284062];[3.55004675]
[13, 18];[8];2;50.0%;"[[0.   3.14]
 [3.14 0.  ]]";[[0.]];"[ 0.346  0.933  0.329 -0.308  0.013 -0.378  0.168 -0.183 -0.112  0.126
 -0.002]";"[-0.931  0.227 -0.094 -0.899  0.096 -0.259 -0.127 -0.168  0.012 -0.259
  0.14 ]";4;5;6.1492381399321925;[2.41887352];[3.51439693]
[8, 18];[13];2;100.0%;"[[0.   6.08]
 [6.08 0.  ]]";[[0.]];"[-0.341  0.617 -0.091 -0.462  0.221 -0.59  -0.166 -0.085 -0.053 -0.068
  0.049]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";2;9;4.8159914119279525;[0.98451563];[2.12558509]
[13, 8];[18];2;66.7%;"[[0.  5.5]
 [5.5 0. ]]";[[0.]];"[-0.243  0.542  0.326 -0.744 -0.112 -0.046  0.207 -0.267 -0.048 -0.065
  0.089]";"[ 2.480e-01  1.008e+00 -8.800e-02 -2.500e-02  3.460e-01 -9.220e-01
 -2.050e-01 -1.000e-03 -1.180e-01  1.230e-01 -4.300e-02]";3;5;4.103996786531576;[1.87996773];[3.079184]
[18];[8, 13];2;40.0%;[[0.]];"[[0.  5.5]
 [5.5 0. ]]";"[ 2.480e-01  1.008e+00 -8.800e-02 -2.500e-02  3.460e-01 -9.220e-01
 -2.050e-01 -1.000e-03 -1.180e-01  1.230e-01 -4.300e-02]";"[-0.243  0.542  0.326 -0.744 -0.112 -0.046  0.207 -0.267 -0.048 -0.065
  0.089]";5;3;4.103996786531576;[5.13197333];[3.13327954]
[13];[8, 18];2;22.2%;[[0.]];"[[0.   6.08]
 [6.08 0.  ]]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[-0.341  0.617 -0.091 -0.462  0.221 -0.59  -0.166 -0.085 -0.053 -0.068
  0.049]";9;2;4.8159914119279525;[9.5651329];[4.43032032]
[8];[13, 18];2;40.0%;[[0.]];"[[0.   3.14]
 [3.14 0.  ]]";"[-0.931  0.227 -0.094 -0.899  0.096 -0.259 -0.127 -0.168  0.012 -0.259
  0.14 ]";"[ 0.346  0.933  0.329 -0.308  0.013 -0.378  0.168 -0.183 -0.112  0.126
 -0.002]";5;4;6.1492381399321925;[4.39299616];[3.02359191]
[12, 17];[9];2;66.7%;"[[0.   4.93]
 [4.93 0.  ]]";[[0.]];"[-0.062 -0.523  0.168  0.741 -0.2   -0.062  0.109 -0.176  0.256  0.002
  0.075]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";3;6;3.3371104698241547;[1.32241379];[3.62080658]
[9, 17];[12];2;100.0%;"[[0.  6.6]
 [6.6 0. ]]";[[0.]];"[-0.047 -0.522  0.624  0.435 -0.567  0.079 -0.079 -0.091  0.156  0.037
 -0.08 ]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";2;10;3.8291672835129242;[0.94358392];[1.71979025]
[12, 9];[17];2;33.3%;"[[0.   2.21]
 [2.21 0.  ]]";[[0.]];"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";"[-0.755 -0.357  0.137  0.614 -0.871  0.064  0.214 -0.027  0.347 -0.055
  0.016]";6;5;5.742828429931402;[3.15677721];[3.08576537]
[17];[9, 12];2;40.0%;[[0.]];"[[0.   2.21]
 [2.21 0.  ]]";"[-0.755 -0.357  0.137  0.614 -0.871  0.064  0.214 -0.027  0.347 -0.055
  0.016]";"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";5;6;5.742828429931402;[2.57147114];[2.63064767]
[12];[9, 17];2;20.0%;[[0.]];"[[0.  6.6]
 [6.6 0. ]]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[-0.047 -0.522  0.624  0.435 -0.567  0.079 -0.079 -0.091  0.156  0.037
 -0.08 ]";10;2;3.8291672835129242;[8.59895127];[4.71791958]
[9];[12, 17];2;33.3%;[[0.]];"[[0.   4.93]
 [4.93 0.  ]]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";"[-0.062 -0.523  0.168  0.741 -0.2   -0.062  0.109 -0.176  0.256  0.002
  0.075]";6;3;3.3371104698241547;[7.24161316];[2.64482757]
[16, 15];[12];2;100.0%;"[[0.   3.94]
 [3.94 0.  ]]";[[0.]];"[ 0.119 -0.757 -0.204 -0.569  0.409  0.337 -0.107  0.148  0.028  0.006
  0.002]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";2;10;5.9935036185353106;[1.00945811];[1.71979025]
[12, 16];[15];2;50.0%;"[[0.  3.7]
 [3.7 0. ]]";[[0.]];"[ 0.569 -0.67   0.075  0.14   0.498  0.334 -0.002 -0.149 -0.032 -0.005
  0.081]";"[-0.269 -0.864 -0.36  -0.551  0.293 -0.184 -0.204  0.268  0.286  0.08
 -0.022]";4;3;4.915176575261281;[3.30831556];[4.19968059]
[12, 15];[16];2;100.0%;"[[0. 6.]
 [6. 0.]]";[[0.]];"[ 0.181 -0.777 -0.081  0.158  0.382 -0.186 -0.1   -0.029  0.225  0.069
  0.056]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]";2;5;3.506206489604895;[1.46690808];[3.02112455]
[16];[12, 15];2;40.0%;[[0.]];"[[0. 6.]
 [6. 0.]]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]";"[ 0.181 -0.777 -0.081  0.158  0.382 -0.186 -0.1   -0.029  0.225  0.069
  0.056]";5;2;3.506206489604895;[7.55281137];[3.66727021]
[15];[12, 16];2;66.7%;[[0.]];"[[0.  3.7]
 [3.7 0. ]]";"[-0.269 -0.864 -0.36  -0.551  0.293 -0.184 -0.204  0.268  0.286  0.08
 -0.022]";"[ 0.569 -0.67   0.075  0.14   0.498  0.334 -0.002 -0.149 -0.032 -0.005
  0.081]";3;4;4.915176575261281;[3.14976044];[2.48123667]
[12];[15, 16];2;20.0%;[[0.]];"[[0.   3.94]
 [3.94 0.  ]]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.119 -0.757 -0.204 -0.569  0.409  0.337 -0.107  0.148  0.028  0.006
  0.002]";10;2;5.9935036185353106;[8.59895127];[5.04729054]
[6, 13, 7];[1];2;100.0%;"[[0.   2.19 5.3 ]
 [2.19 0.   7.8 ]
 [5.3  7.8  0.  ]]";[[0.]];"[ 0.664  0.517 -0.081 -0.055 -0.1    0.082  0.345  0.02   0.025  0.03
  0.025]";"[ 0.649  0.842 -0.859 -0.127  0.051  0.324 -0.256 -0.196  0.316 -0.069
 -0.053]";2;5;1.9980422677099454;[1.59987955];[3.80871545]
[13, 1, 7];[6];2;100.0%;"[[0.   4.58 7.8 ]
 [4.58 0.   2.64]
 [7.8  2.64 0.  ]]";[[0.]];"[ 0.455  0.72  -0.377 -0.025 -0.034  0.218  0.261 -0.08   0.078  0.063
  0.007]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";2;9;2.89585029107874;[0.98748075];[2.13576016]
[6, 13, 1];[7];2;50.0%;"[[0.   2.19 2.7 ]
 [2.19 0.   4.58]
 [2.7  4.58 0.  ]]";[[0.]];"[ 0.79   0.644 -0.028 -0.311 -0.139  0.135  0.093 -0.153  0.123 -0.037
 -0.004]";"[ 0.27   0.46  -1.017  0.642  0.167  0.166  0.499  0.323  0.024  0.13
  0.037]";4;4;5.371726314452781;[2.96972118];[4.24713047]
[6, 1, 7];[13];2;66.7%;"[[0.   2.7  5.3 ]
 [2.7  0.   2.64]
 [5.3  2.64 0.  ]]";[[0.]];"[ 0.732  0.511 -0.616  0.099  0.023  0.135  0.079  0.077  0.166 -0.036
 -0.005]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";3;9;4.883785151481013;[1.33022468];[2.12558509]
